MODE	GAMMA	C	NGRAM	BOW	F1 AVG	Round 1	Round 2	Round 3	Round 4	Round 5	Round 6	Round 7	Round 8	Round 9	Round 10
svm ln token posneg	0	10000	[1, 2]	124	0.6663	0.686	0.6747	0.631	0.6951	0.6386	0.6494	0.7172	0.6835	0.6708	0.6171
svm ln token posneg	0	10	[1, 2]	150	0.6827	0.715	0.7059	0.675	0.6795	0.7439	0.6618	0.6709	0.6433	0.6883	0.6438
svm ln token posneg	0	10	[1, 2]	174	0.6722	0.6494	0.679	0.659	0.6995	0.6154	0.7081	0.6974	0.6875	0.6135	0.7135
svm ln token posneg	0	10	[1, 2]	200	0.6897	0.7079	0.7205	0.6503	0.6832	0.6752	0.7152	0.7111	0.6824	0.6846	0.6667
svm ln token posneg	0	10	[1, 2, 3]	50	0.6498	0.6715	0.631	0.7128	0.7073	0.5481	0.7042	0.6225	0.5306	0.6705	0.6993
svm ln token posneg	0	10	[1, 2, 3]	74	0.6497	0.6624	0.716	0.675	0.6335	0.6536	0.68	0.5695	0.7006	0.5638	0.6429
svm ln token posneg	0	10	[1, 2, 3]	100	0.6807	0.7273	0.6081	0.641	0.7093	0.6757	0.6875	0.6712	0.703	0.6923	0.6914
svm ln token posneg	0	10	[1, 2, 3]	124	0.6901	0.725	0.7195	0.6497	0.6194	0.7013	0.6746	0.7152	0.7362	0.6974	0.6626
svm ln token posneg	0	10	[1, 2, 3]	150	0.6881	0.7403	0.6753	0.7033	0.6622	0.7312	0.7018	0.6429	0.6412	0.7037	0.6795
svm ln token posneg	0	10	[1, 2, 3]	174	0.6809	0.6707	0.6887	0.7261	0.6528	0.6628	0.7125	0.6154	0.7514	0.6347	0.6936
svm ln token posneg	0	10000	[1, 2, 3]	200	0.6914	0.6323	0.6795	0.7119	0.6536	0.7006	0.7329	0.6818	0.6788	0.6951	0.7471
svm ln token posneg	0	10	[2, 3]	50	0.5687	0.5426	0.5581	0.6746	0.5714	0.562	0.5735	0.6667	0.563	0.4715	0.5039
svm ln token posneg	0	10	[2, 3]	74	0.5886	0.6667	0.5714	0.6212	0.5352	0.6093	0.6	0.5734	0.5072	0.5909	0.6107
svm ln token posneg	0	10	[2, 3]	100	0.6227	0.6585	0.5909	0.5752	0.5289	0.6806	0.6951	0.5906	0.6423	0.5926	0.6718
svm ln token posneg	0	10	[2, 3]	124	0.6336	0.5946	0.6463	0.64	0.5828	0.6164	0.6061	0.6711	0.6715	0.6883	0.6184
svm ln token posneg	0	10	[2, 3]	150	0.6535	0.7034	0.6569	0.5844	0.6667	0.6065	0.6	0.6912	0.7024	0.6909	0.6323
svm ln token posneg	0	10	[2, 3]	174	0.6461	0.6584	0.6216	0.6309	0.5946	0.6528	0.7368	0.6839	0.6825	0.5972	0.6026
svm ln token posneg	0	10	[2, 3]	200	0.6363	0.6525	0.6875	0.6301	0.6629	0.5714	0.5797	0.6383	0.6395	0.6203	0.6806
svm ln token pos1	0	10	[1]	50	0.6007	0.6136	0.56	0.6182	0.6071	0.5882	0.5806	0.6163	0.5409	0.6071	0.6747
svm ln token pos1	0	10	[1]	74	0.6233	0.557	0.6364	0.5714	0.6257	0.6203	0.6624	0.6353	0.6467	0.6375	0.6405
svm ln token pos1	0	10	[1]	100	0.627	0.6301	0.6327	0.6548	0.6667	0.6071	0.6506	0.6667	0.5965	0.5931	0.5714
svm ln token pos1	0	10	[1]	124	0.6357	0.6235	0.5843	0.6707	0.6036	0.6629	0.7302	0.5677	0.642	0.6353	0.6364
svm ln token pos1	0	10	[1]	150	0.6412	0.6339	0.589	0.6509	0.5931	0.6434	0.6708	0.7151	0.6386	0.6339	0.6437
svm ln token pos1	0	10	[1]	174	0.63	0.5732	0.7159	0.5665	0.6298	0.6629	0.5897	0.604	0.6375	0.6778	0.6424
svm ln token pos1	0	10	[1]	200	0.6338	0.7126	0.64	0.6071	0.6154	0.5556	0.5513	0.6228	0.6962	0.6869	0.65
svm ln token pos1	0	10	[1, 2]	50	0.6477	0.6703	0.6424	0.6771	0.7159	0.6347	0.5965	0.6163	0.6632	0.6625	0.5977
svm ln token pos1	0	10	[1, 2]	74	0.6483	0.6082	0.6939	0.631	0.674	0.6629	0.6316	0.6258	0.6441	0.6885	0.6232
svm ln token pos1	0	10	[1, 2]	100	0.6589	0.6353	0.7093	0.5714	0.6776	0.7657	0.6632	0.6108	0.6585	0.6897	0.6076
svm ln token pos1	0	10	[1, 2]	124	0.6619	0.6057	0.6667	0.6879	0.631	0.5904	0.6709	0.7556	0.7302	0.6742	0.6071
svm ln token pos1	0	10	[1, 2]	150	0.6858	0.6429	0.7243	0.7044	0.6194	0.7273	0.6591	0.7052	0.747	0.6144	0.7143
svm ln token pos1	0	10	[1, 2]	174	0.6943	0.6624	0.8019	0.7135	0.7368	0.6374	0.6667	0.7075	0.6438	0.6871	0.6864
svm ln token pos1	0	10	[1, 2]	200	0.6726	0.5897	0.7097	0.6706	0.6703	0.6897	0.6545	0.7035	0.7195	0.5989	0.72
svm ln token pos1	0	10	[1, 2, 3]	50	0.635	0.7426	0.7	0.5548	0.5696	0.6829	0.6627	0.6911	0.663	0.5509	0.5318
svm ln token pos1	0	10	[1, 2, 3]	74	0.6356	0.561	0.6413	0.6173	0.5862	0.6196	0.6211	0.648	0.6747	0.6596	0.7273
svm ln token pos1	0	10	[1, 2, 3]	100	0.6618	0.6813	0.6629	0.6082	0.6702	0.6832	0.6593	0.6471	0.6915	0.6514	0.663
svm ln token pos1	0	10	[1, 2, 3]	124	0.646	0.6207	0.7368	0.586	0.6087	0.6437	0.6061	0.663	0.6821	0.686	0.6272
svm ln token pos1	0	10	[1, 2, 3]	150	0.6708	0.6667	0.6739	0.6628	0.6225	0.6708	0.7006	0.6961	0.6961	0.6961	0.622
svm ln token pos1	0	10	[1, 2, 3]	174	0.6721	0.663	0.6484	0.7143	0.6517	0.6786	0.7486	0.6587	0.675	0.5769	0.7059
svm ln token pos1	0	10	[1, 2, 3]	200	0.6819	0.7333	0.6404	0.6752	0.7113	0.7229	0.6778	0.625	0.7079	0.6854	0.64
svm ln token pos1	0	1000	[2, 3]	50	0.4596	0.6944	0.64	0.581	0.0408	0	0.6502	0.6604	0.6577	0.5951	0.0769
svm ln token pos1	0	10000	[2, 3]	74	0.484	0.6904	0.5568	0.15	0.6231	0.1	0.67	0.6051	0.6881	0.6471	0.1091
svm ln token pos1	0	10	[2, 3]	100	0.6561	0.6492	0.6735	0.6852	0.6635	0.6729	0.6047	0.6667	0.6734	0.5556	0.7164
svm ln token pos1	0	10	[2, 3]	124	0.6637	0.6863	0.7045	0.5763	0.7308	0.5574	0.6631	0.6977	0.6834	0.6634	0.6738
svm ln token pos1	0	10	[2, 3]	150	0.684	0.6863	0.6667	0.6961	0.663	0.6768	0.6495	0.7184	0.7383	0.6667	0.678
svm ln token pos1	0	10	[2, 3]	174	0.6827	0.7451	0.6839	0.6	0.6702	0.7525	0.6804	0.6199	0.6842	0.7166	0.6739
svm ln token pos1	0	10	[2, 3]	200	0.6771	0.6415	0.6776	0.6763	0.6257	0.7212	0.659	0.6203	0.756	0.75	0.6433
svm ln token neg1	0	10	[1]	50	0.5618	0.5241	0.5481	0.6299	0.4962	0.5161	0.5806	0.6125	0.6111	0.5211	0.5781
svm ln token neg1	0	10	[1]	74	0.5572	0.5036	0.5532	0.5571	0.6111	0.5897	0.5429	0.4748	0.5873	0.6216	0.5303
svm ln token neg1	0	10	[1]	100	0.5767	0.5528	0.6038	0.6115	0.5395	0.6443	0.5479	0.5816	0.5616	0.541	0.5833
svm ln token neg1	0	10	[1]	124	0.5318	0.4789	0.5946	0.4932	0.4094	0.5414	0.5649	0.5373	0.5946	0.557	0.5467
svm ln token neg1	0	10	[1]	150	0.5507	0.6275	0.5306	0.4386	0.4714	0.5271	0.5874	0.6131	0.557	0.593	0.561
svm ln token neg1	0	10	[1]	174	0.5326	0.5696	0.4348	0.4409	0.6049	0.6207	0.5714	0.5079	0.5621	0.5039	0.5093
svm ln token neg1	0	10	[1]	200	0.5637	0.5921	0.6282	0.5417	0.5806	0.5467	0.5522	0.549	0.496	0.5634	0.5868
svm ln token neg1	0	10	[1, 2]	50	0.5743	0.5806	0.6056	0.5378	0.625	0.5455	0.5882	0.5484	0.6081	0.5124	0.5912
svm ln token neg1	0	10	[1, 2]	74	0.5925	0.5693	0.5954	0.6667	0.5324	0.5578	0.6225	0.6289	0.6164	0.6014	0.5344
svm ln token neg1	0	10	[1, 2]	100	0.6176	0.5828	0.6711	0.5693	0.6061	0.6225	0.6154	0.589	0.6497	0.6174	0.6531
svm ln token neg1	0	10	[1, 2]	124	0.6107	0.5755	0.6618	0.6364	0.5621	0.6026	0.5496	0.6014	0.6715	0.6846	0.5616
svm ln token neg1	0	10	[1, 2]	150	0.6066	0.641	0.5455	0.6225	0.6308	0.6199	0.625	0.6093	0.5417	0.6115	0.6187
svm ln token neg1	0	10	[1, 2]	174	0.6224	0.6667	0.6331	0.6154	0.6242	0.5891	0.6447	0.6471	0.5038	0.6375	0.662
svm ln token neg1	0	10	[1, 2]	200	0.6347	0.6131	0.6497	0.7213	0.65	0.5294	0.6624	0.596	0.6923	0.6389	0.5937
svm ln token neg1	0	10	[1, 2, 3]	50	0.5655	0.5	0.5789	0.459	0.6757	0.563	0.5867	0.56	0.5286	0.5915	0.6119
svm ln token neg1	0	10	[1, 2, 3]	74	0.5997	0.6056	0.5734	0.5827	0.5584	0.5797	0.6014	0.6627	0.5891	0.6144	0.6294
svm ln token neg1	0	10	[1, 2, 3]	100	0.6117	0.5655	0.6015	0.6447	0.5714	0.662	0.6323	0.6301	0.5735	0.6667	0.5693
svm ln token neg1	0	10	[1, 2, 3]	124	0.6049	0.5926	0.5536	0.5949	0.7134	0.6115	0.5793	0.6466	0.6027	0.585	0.5695
svm ln token neg1	0	10	[1, 2, 3]	150	0.6222	0.5987	0.589	0.6211	0.5785	0.6061	0.6323	0.6165	0.6353	0.6324	0.7123
svm ln token neg1	0	10	[1, 2, 3]	174	0.6251	0.5806	0.68	0.6395	0.6617	0.6875	0.5401	0.6241	0.5882	0.622	0.6269
svm ln token neg1	0	10	[1, 2, 3]	200	0.638	0.68	0.5696	0.6792	0.6772	0.637	0.6093	0.6081	0.6259	0.6316	0.6621
svm ln token neg1	0	10	[2, 3]	50	0.5234	0.4909	0.5109	0.56	0.5045	0.5323	0.5414	0.437	0.5366	0.5547	0.5655
svm ln token neg1	0	10	[2, 3]	74	0.5314	0.4812	0.5522	0.6107	0.4655	0.4853	0.3871	0.6015	0.5714	0.5426	0.6167
svm ln token neg1	0	10	[2, 3]	100	0.5626	0.5676	0.563	0.5128	0.4928	0.5469	0.6289	0.4262	0.6879	0.5246	0.6755
svm ln token neg1	0	10	[2, 3]	124	0.5547	0.5594	0.5789	0.5273	0.6143	0.5691	0.5882	0.5373	0.4237	0.5957	0.5528
svm ln token neg1	0	10	[2, 3]	150	0.5723	0.5772	0.6316	0.5578	0.5484	0.5528	0.5812	0.5167	0.5385	0.6069	0.6119
svm ln token neg1	0	10	[2, 3]	174	0.5691	0.5397	0.5391	0.5135	0.624	0.563	0.5231	0.5758	0.5432	0.5843	0.6853
svm ln token neg1	0	1000	[2, 3]	200	0.6189	0.6809	0.5354	0.6429	0.5254	0.6345	0.6364	0.7172	0.5935	0.6358	0.5874
svm ln token freq	0	10	[1]	50	0.6289	0.6133	0.6667	0.6548	0.5873	0.6667	0.563	0.6199	0.671	0.6531	0.5935
svm ln token freq	0	10	[1]	74	0.6185	0.6	0.64	0.6267	0.5778	0.6316	0.5786	0.5906	0.6211	0.648	0.671
svm ln token freq	0	10	[1]	100	0.6415	0.6415	0.6813	0.6471	0.6194	0.7037	0.6087	0.6627	0.6543	0.625	0.5714
svm ln token freq	0	10	[1]	124	0.6196	0.6629	0.6014	0.5912	0.6543	0.5	0.6875	0.6585	0.5693	0.6163	0.655
svm ln token freq	0	10	[1]	150	0.6542	0.7219	0.6575	0.6667	0.6497	0.6486	0.655	0.6211	0.5714	0.6797	0.6707
svm ln token freq	0	10	[1]	174	0.6506	0.6581	0.6164	0.6391	0.6443	0.7159	0.5093	0.6538	0.7239	0.7362	0.6087
svm ln token freq	0	10	[1]	200	0.6482	0.6591	0.6839	0.7132	0.6122	0.6057	0.5882	0.6071	0.7172	0.6746	0.6203
svm ln token freq	0	10	[1, 2]	50	0.6444	0.6571	0.6164	0.6619	0.6928	0.6759	0.6194	0.712	0.6434	0.5828	0.5828
svm ln token freq	0	10	[1, 2]	74	0.6332	0.6875	0.5987	0.6275	0.6194	0.6579	0.6225	0.6405	0.622	0.5974	0.6582
svm ln token freq	0	10	[1, 2]	100	0.6727	0.6474	0.6474	0.6667	0.6358	0.6752	0.6625	0.7162	0.6625	0.7468	0.6667
svm ln token freq	0	10	[1, 2]	124	0.6748	0.6914	0.6711	0.7841	0.6755	0.7089	0.5455	0.6184	0.6826	0.6851	0.686
svm ln token freq	0	10	[1, 2]	150	0.6723	0.625	0.6923	0.6792	0.7039	0.6429	0.6515	0.6624	0.6864	0.6503	0.7292
svm ln token freq	0	10	[1, 2]	174	0.6624	0.604	0.7143	0.6806	0.7792	0.6237	0.6145	0.5732	0.6545	0.6752	0.7051
svm ln token freq	0	100	[1, 2]	200	0.6594	0.638	0.6742	0.6452	0.646	0.6225	0.7473	0.7263	0.6887	0.6267	0.5797
svm ln token freq	0	10	[1, 2, 3]	50	0.6141	0.5921	0.5882	0.6174	0.6875	0.5882	0.6044	0.56	0.6275	0.6216	0.6536
svm ln token freq	0	10	[1, 2, 3]	74	0.6649	0.6517	0.6531	0.6265	0.6707	0.6143	0.6941	0.6667	0.7051	0.6573	0.7097
svm ln token freq	0	10	[1, 2, 3]	100	0.669	0.6309	0.5921	0.6966	0.6933	0.6579	0.7067	0.6624	0.6429	0.6982	0.7093
svm ln token freq	0	100000	[1, 2, 3]	124	0.6866	0.7134	0.6667	0.678	0.7013	0.6957	0.7403	0.6624	0.6826	0.6429	0.6832
svm ln token freq	0	10	[1, 2, 3]	150	0.6965	0.719	0.7234	0.6573	0.6395	0.7263	0.7758	0.6296	0.6316	0.7471	0.7152
svm ln token freq	0	10	[1, 2, 3]	174	0.6822	0.6289	0.6857	0.6923	0.7101	0.6579	0.6434	0.7226	0.7101	0.6154	0.7556
svm ln token freq	0	10	[1, 2, 3]	200	0.6679	0.6667	0.6774	0.6626	0.6744	0.6832	0.6243	0.7006	0.6861	0.6538	0.65
svm ln token freq	0	10	[2, 3]	50	0.5532	0.4553	0.6974	0.5636	0.6015	0.5816	0.5166	0.4923	0.4882	0.5286	0.6069
svm ln token freq	0	10	[2, 3]	74	0.5685	0.5954	0.5246	0.5547	0.5238	0.56	0.638	0.5672	0.5036	0.5921	0.6259
svm ln token freq	0	10	[2, 3]	100	0.6073	0.5946	0.6013	0.6832	0.5954	0.6581	0.6803	0.4793	0.4651	0.6667	0.6486
svm ln token freq	0	10	[2, 3]	124	0.6099	0.6861	0.6528	0.6	0.4921	0.5714	0.6056	0.638	0.6286	0.6294	0.5949
svm ln token freq	0	10	[2, 3]	150	0.6534	0.6194	0.6753	0.662	0.7403	0.6531	0.6667	0.68	0.6573	0.6203	0.5593
svm ln token freq	0	10	[2, 3]	174	0.6454	0.6763	0.6275	0.6277	0.6289	0.6579	0.68	0.6914	0.6069	0.6087	0.649
svm ln token freq	0	10	[2, 3]	200	0.6495	0.6119	0.6087	0.6806	0.6927	0.6571	0.6316	0.6265	0.6443	0.6479	0.6941
svm ln stem posneg	0	10	[1]	50	0.6098	0.56	0.6471	0.5493	0.6014	0.5036	0.7349	0.5769	0.638	0.6928	0.5937
svm ln stem posneg	0	10	[1]	74	0.6116	0.625	0.5677	0.5513	0.65	0.6259	0.5522	0.6303	0.65	0.5674	0.6962
svm ln stem posneg	0	10	[1]	100	0.6244	0.5987	0.6786	0.6706	0.6023	0.5333	0.6369	0.6301	0.5465	0.7389	0.6081
svm ln stem posneg	0	10	[1]	124	0.6288	0.625	0.6577	0.6667	0.6144	0.6104	0.6824	0.6883	0.6443	0.5517	0.5476
svm ln stem posneg	0	10	[1]	150	0.6525	0.6708	0.7105	0.6154	0.6494	0.6296	0.6752	0.6667	0.6104	0.6832	0.6136
svm ln stem posneg	0	10	[1]	174	0.6548	0.6258	0.678	0.6067	0.6832	0.6519	0.6626	0.68	0.6957	0.5714	0.6927
svm ln stem posneg	0	10	[1]	200	0.6622	0.7101	0.7125	0.622	0.6627	0.7104	0.6581	0.5778	0.6667	0.6483	0.6541
svm ln stem posneg	0	10	[1, 2]	50	0.6428	0.6296	0.65	0.7219	0.5658	0.638	0.6434	0.5241	0.7006	0.649	0.7059
svm ln stem posneg	0	10	[1, 2]	74	0.6657	0.7143	0.6667	0.6582	0.6483	0.6857	0.7042	0.6111	0.642	0.6358	0.6909
svm ln stem posneg	0	10	[1, 2]	100	0.6521	0.7515	0.5663	0.5897	0.6587	0.6713	0.7375	0.6941	0.6	0.6125	0.6395
svm ln stem posneg	0	10	[1, 2]	124	0.6681	0.7355	0.6184	0.6792	0.6013	0.7143	0.6826	0.6552	0.6358	0.7089	0.6497
svm ln stem posneg	0	10	[1, 2]	150	0.6645	0.6622	0.7273	0.7134	0.6782	0.7248	0.6099	0.7283	0.6494	0.5455	0.6061
svm ln stem posneg	0	100000	[1, 2]	174	0.6734	0.7826	0.6322	0.6627	0.6395	0.5802	0.7134	0.6259	0.6707	0.7117	0.7152
svm ln stem posneg	0	10	[1, 2]	200	0.6584	0.6087	0.6667	0.7531	0.5795	0.6982	0.5806	0.7209	0.6711	0.6265	0.679
svm ln stem posneg	0	10	[1, 2, 3]	50	0.6323	0.6447	0.6797	0.6477	0.5694	0.6125	0.5414	0.6036	0.6543	0.6707	0.6988
svm ln stem posneg	0	10	[1, 2, 3]	74	0.6651	0.695	0.6267	0.6667	0.6187	0.6923	0.6541	0.6131	0.6748	0.7471	0.6627
svm ln stem posneg	0	10	[1, 2, 3]	100	0.6737	0.6234	0.6893	0.662	0.6707	0.7172	0.7051	0.6309	0.7571	0.6309	0.6503
svm ln stem posneg	0	10	[1, 2, 3]	124	0.6752	0.7317	0.7134	0.65	0.6541	0.642	0.6347	0.6587	0.7226	0.7	0.6447
svm ln stem posneg	0	10	[1, 2, 3]	150	0.6516	0.6595	0.5714	0.646	0.7093	0.5652	0.679	0.649	0.7152	0.6584	0.6626
svm ln stem posneg	0	10	[1, 2, 3]	174	0.6703	0.6524	0.7232	0.65	0.6923	0.642	0.6625	0.6912	0.6901	0.641	0.6588
svm ln stem posneg	0	10	[1, 2, 3]	200	0.6863	0.7453	0.7018	0.6941	0.56	0.7471	0.6456	0.6897	0.6826	0.6879	0.7089
svm ln stem posneg	0	10	[2, 3]	50	0.5352	0.544	0.5442	0.4961	0.48	0.5185	0.6571	0.6087	0.5391	0.5469	0.4174
svm ln stem posneg	0	10	[2, 3]	74	0.5724	0.6061	0.5541	0.5882	0.5797	0.5867	0.6316	0.5649	0.5926	0.5736	0.4464
svm ln stem posneg	0	10	[2, 3]	100	0.5898	0.5426	0.5946	0.5205	0.6309	0.6383	0.5541	0.6571	0.585	0.6087	0.5664
svm ln stem posneg	0	10	[2, 3]	124	0.6032	0.597	0.6216	0.6667	0.6708	0.5906	0.5185	0.6212	0.5984	0.5541	0.5926
svm ln stem posneg	0	10	[2, 3]	150	0.6134	0.6719	0.5915	0.6309	0.6184	0.5414	0.6154	0.6207	0.6069	0.6269	0.6099
svm ln stem posneg	0	10	[2, 3]	174	0.6237	0.6846	0.6211	0.6099	0.6043	0.625	0.6968	0.6241	0.5891	0.563	0.6187
svm ln stem posneg	0	10	[2, 3]	200	0.6464	0.7007	0.7362	0.5426	0.5954	0.6626	0.6076	0.6883	0.5714	0.6418	0.7176
svm ln stem pos1	0	10	[1]	50	0.5711	0.5667	0.5352	0.5876	0.5493	0.5	0.5769	0.5638	0.6512	0.549	0.631
svm ln stem pos1	0	10	[1]	74	0.5799	0.6071	0.5031	0.543	0.6526	0.6182	0.5977	0.5235	0.5548	0.6503	0.5488
svm ln stem pos1	0	10	[1]	100	0.609	0.5839	0.5369	0.5714	0.5922	0.619	0.6667	0.5922	0.6627	0.6462	0.6188
svm ln stem pos1	0	10	[1]	124	0.6335	0.6036	0.6279	0.6591	0.6282	0.6335	0.6943	0.5965	0.6034	0.625	0.6634
svm ln stem pos1	0	10	[1]	150	0.6459	0.6826	0.6118	0.6893	0.631	0.6133	0.6667	0.5917	0.7086	0.5939	0.6705
svm ln stem pos1	0	10	[1]	174	0.6267	0.6784	0.7045	0.6024	0.6	0.6424	0.5799	0.7037	0.5563	0.6049	0.5949
svm ln stem pos1	0	10	[1]	200	0.6358	0.5926	0.6584	0.6851	0.6115	0.6703	0.6173	0.663	0.6951	0.5517	0.6135
svm ln stem pos1	0	10	[1, 2]	50	0.6471	0.6341	0.717	0.6971	0.6154	0.6228	0.6327	0.6477	0.5509	0.7168	0.6364
svm ln stem pos1	0	10	[1, 2]	74	0.64	0.6303	0.5655	0.6848	0.6424	0.6564	0.6667	0.663	0.5912	0.6772	0.6228
svm ln stem pos1	0	10	[1, 2]	100	0.6585	0.719	0.646	0.6774	0.6628	0.6135	0.6863	0.7192	0.6087	0.622	0.6303
svm ln stem pos1	0	10	[1, 2]	124	0.6635	0.6347	0.6832	0.6776	0.6556	0.6746	0.659	0.6292	0.6628	0.6994	0.6588
svm ln stem pos1	0	10	[1, 2]	150	0.6521	0.5828	0.6474	0.678	0.6557	0.6826	0.7073	0.6556	0.6788	0.5862	0.6467
svm ln stem pos1	0	10	[1, 2]	174	0.6709	0.6821	0.6335	0.6788	0.6743	0.7263	0.6395	0.6503	0.6909	0.6738	0.6595
svm ln stem pos1	0	10	[1, 2]	200	0.6691	0.6115	0.6127	0.6705	0.7059	0.6292	0.7119	0.686	0.6748	0.6629	0.7251
svm ln stem pos1	0	10	[1, 2, 3]	50	0.6454	0.6358	0.7128	0.6585	0.7111	0.5714	0.566	0.6845	0.6524	0.5746	0.6864
svm ln stem pos1	0	10	[1, 2, 3]	74	0.6561	0.6303	0.659	0.5255	0.6923	0.6585	0.6629	0.6667	0.7253	0.6706	0.6702
svm ln stem pos1	0	10	[1, 2, 3]	100	0.6543	0.6909	0.5904	0.72	0.6951	0.5195	0.7458	0.5943	0.7327	0.6885	0.566
svm ln stem pos1	0	10	[1, 2, 3]	124	0.6639	0.6405	0.6882	0.6947	0.655	0.6375	0.6932	0.6839	0.6593	0.6533	0.6333
svm ln stem pos1	0	10	[1, 2, 3]	150	0.6757	0.7273	0.6162	0.7125	0.6782	0.6816	0.663	0.646	0.7182	0.6548	0.6593
svm ln stem pos1	0	10	[1, 2, 3]	174	0.6796	0.6415	0.6667	0.7263	0.6816	0.6867	0.6882	0.6301	0.6667	0.6746	0.7337
svm ln stem pos1	0	10	[1, 2, 3]	200	0.6663	0.6358	0.7065	0.7222	0.6871	0.6286	0.6173	0.6582	0.6587	0.7403	0.6087
svm ln stem pos1	0	100	[2, 3]	50	0.5714	0.6368	0.6325	0.6316	0.6372	0.6639	0.6463	0.5577	0.023	0.6417	0.6435
svm ln stem pos1	0	10000	[2, 3]	74	0.5812	0.6273	0.5687	0.6368	0.6326	0.6438	0.6516	0.6722	0.0412	0.69	0.6484
svm ln stem pos1	0	1000	[2, 3]	100	0.4777	0.6698	0.6809	0.6822	0.0198	0.6941	0.6494	0.044	0.619	0.6275	0.0909
svm ln stem pos1	0	1000	[2, 3]	124	0.4496	0.6696	0.125	0.6495	0.6305	0.1404	0.1964	0.1455	0.696	0.6569	0.5864
svm ln stem pos1	0	10	[2, 3]	150	0.4394	0.1308	0.6507	0.1404	0.6244	0.1296	0.6432	0.6449	0.087	0.6332	0.7094
svm ln stem pos1	0	10	[2, 3]	174	0.6057	0.6476	0.6462	0.6771	0.6535	0.707	0.6429	0.6332	0.6564	0.0952	0.6981
svm ln stem pos1	0	10	[2, 3]	200	0.6687	0.6489	0.6139	0.7216	0.6869	0.6731	0.7053	0.7107	0.7156	0.6203	0.5907
svm ln stem neg1	0	10	[1]	50	0.537	0.6275	0.5352	0.5833	0.5378	0.518	0.5075	0.439	0.6242	0.5082	0.4898
svm ln stem neg1	0	10	[1]	74	0.5461	0.386	0.5833	0.5674	0.5906	0.5085	0.539	0.4965	0.5984	0.5976	0.5935
svm ln stem neg1	0	10	[1]	100	0.5378	0.5389	0.5333	0.5493	0.4724	0.5289	0.5694	0.549	0.5714	0.5581	0.507
svm ln stem neg1	0	10	[1]	124	0.552	0.4341	0.6013	0.5588	0.5755	0.5758	0.585	0.549	0.6093	0.5241	0.5068
svm ln stem neg1	0	10	[1]	150	0.5384	0.5	0.5926	0.4769	0.5735	0.5692	0.5588	0.5185	0.5478	0.5077	0.539
svm ln stem neg1	0	10	[1]	174	0.5304	0.5359	0.5315	0.4355	0.6104	0.5255	0.5067	0.4427	0.6323	0.5426	0.5405
svm ln stem neg1	0	10	[1]	200	0.5406	0.5303	0.4918	0.5441	0.4923	0.6	0.5821	0.5241	0.5093	0.5315	0.6
svm ln stem neg1	0	10	[1, 2]	50	0.5654	0.4818	0.6267	0.5793	0.5946	0.5931	0.463	0.5303	0.6667	0.6	0.5185
svm ln stem neg1	0	10	[1, 2]	74	0.5965	0.6029	0.5753	0.6069	0.5541	0.5972	0.638	0.6294	0.6531	0.5736	0.5344
svm ln stem neg1	0	10	[1, 2]	100	0.6099	0.563	0.5556	0.5753	0.6957	0.5904	0.6335	0.6906	0.5333	0.6119	0.65
svm ln stem neg1	0	10	[1, 2]	124	0.5914	0.5755	0.5522	0.5556	0.5638	0.6797	0.56	0.5972	0.5734	0.6708	0.5857
svm ln stem neg1	0	10	[1, 2]	150	0.5924	0.5833	0.5899	0.4833	0.6174	0.6581	0.585	0.659	0.5897	0.5401	0.6184
svm ln stem neg1	0	10	[1, 2]	174	0.5999	0.6829	0.6951	0.6309	0.6806	0.6797	0.5926	0.5769	0.521	0.4234	0.5156
svm ln stem neg1	0	10	[1, 2]	200	0.6225	0.6462	0.5333	0.6667	0.6294	0.6434	0.6061	0.6622	0.6259	0.6164	0.5957
svm ln stem neg1	0	10	[1, 2, 3]	50	0.5791	0.641	0.5441	0.6207	0.541	0.6316	0.625	0.5694	0.5833	0.5156	0.5191
svm ln stem neg1	0	10	[1, 2, 3]	74	0.6058	0.5109	0.5441	0.6316	0.7117	0.4531	0.6187	0.6879	0.6122	0.68	0.6074
svm ln stem neg1	0	10	[1, 2, 3]	100	0.611	0.6375	0.6377	0.5077	0.5972	0.6867	0.7068	0.5556	0.6395	0.6094	0.5323
svm ln stem neg1	0	10	[1, 2, 3]	124	0.6256	0.5821	0.5921	0.6946	0.6241	0.64	0.6187	0.5733	0.6993	0.6525	0.5793
svm ln stem neg1	0	10	[1, 2, 3]	150	0.6301	0.6475	0.6232	0.6026	0.596	0.6452	0.5931	0.625	0.6093	0.6839	0.6755
svm ln stem neg1	0	10	[1, 2, 3]	174	0.6296	0.5714	0.6797	0.6282	0.6119	0.6627	0.6197	0.6013	0.5857	0.6301	0.705
svm ln stem neg1	0	10	[1, 2, 3]	200	0.6408	0.6842	0.641	0.6933	0.6429	0.6309	0.6267	0.5942	0.596	0.6946	0.6043
svm ln stem neg1	0	10	[2, 3]	50	0.5159	0.4444	0.4103	0.4341	0.5692	0.595	0.5161	0.4386	0.5645	0.5481	0.6383
svm ln stem neg1	0	10	[2, 3]	74	0.5454	0.5185	0.6207	0.5128	0.5324	0.48	0.5676	0.5714	0.5899	0.5217	0.5391
svm ln stem neg1	0	10	[2, 3]	100	0.579	0.5254	0.5954	0.6923	0.5833	0.5667	0.5669	0.5455	0.55	0.5507	0.6133
